platform,username,display_name,content_text_cleaned,content_url,timestamp,scraped_at,likes_count,views_count,shares_count,comments_count,replies_count,retweets_count,hashtags,mentions,keyword_used,primary_location,secondary_location,video_id,video_duration,music_title,sentiment,sentiment_confidence,emotion,emotion_confidence,province,PER,ORG,PET,SPORT_HOBBY,INFLUENCER
tiktok,kompastv.indonesia,@kompastv.indonesia,menteri energi sumber daya mineral esdm bahlil lahadalia tegas akan buka tambah impor bbm non subsidi spbu swasta ketua umum partai golkar jelas alas perintah beri kuota impor banyak persen sahabat kompastv bisa oleh informasi kini lalu website www kompas tv bahlil bahlillahadalia menteriesdm spbu shell bp spbuswasta impor pertamina,https://www.tiktok.com/@kompastv.indonesia/video/7551429012367740181,2025-09-18T14:01:23+00:00,2025-09-19T05:27:39.424564+00:00,850,171100,17,194,0,0,"['#bahlil', '#bahlillahadalia', '#menteriesdm', '#spbu', '#shell', '#bp', '#spbuswasta', '#impor', '#pertamina']",[],#pemerintah,,,7.551429012367741e+18,72.0,original sound - KompasTV,Neutral,0.9666,Stress,0.9857,unknown,"[""Bahlil Lahadalia""]","[""Partai Golkar"", ""Www Kompas Tv Bahlil Bah""]",,,
tiktok,populartravel,@populartravel,jakarta indonesia s mega city you need to see jakarta indonesia jakartacity visitjakarta explorejakarta southeastasia urbanexploration travelreels trvelasia travelindonesia,https://www.tiktok.com/@populartravel/video/7533370944513920278,2025-07-31T22:06:50+00:00,2025-09-19T05:28:53.484703+00:00,12200,313500,1746,388,0,0,"['#Jakarta', '#Indonesia', '#JakartaCity', '#VisitJakarta', '#ExploreJakarta', '#SoutheastAsia', '#UrbanExploration', '#TravelReels', '#trvelasia', '#travelindonesia']",[],#indonesia,Jakarta,Indonesia,7.53337094451392e+18,36.0,original sound,Neutral,0.7934,Happy,0.8176,DKI Jakarta,"[""Megawati Soekarnoputri""]","[""Southeastasia Urbanexploration Travel"", ""Trvelasia Travelindonesia""]",,,
tiktok,indonesiaa911,@indonesiaa911,masa roboh gerbang batas dpr demo indonesia beritaviral kasusviral,https://www.tiktok.com/@indonesiaa911/video/7542376994453933319,2025-08-25T04:34:57+00:00,2025-09-19T05:29:02.509072+00:00,39000,2000000,1414,1778,0,0,"['#dpr', '#demo', '#indonesia', '#beritaviral', '#kasusviral']",[],#indonesia,,,7.542376994453933e+18,22.0,suara asli - 1024,Neutral,0.8847,Stress,0.9916,unknown,,"[""DPR Ri""]",,,
tiktok,upnewsnet,@upnewsnet,siap siap indonesia krisis lebih parah indonesia krisisekonomi moneter perintah ekonomi,https://www.tiktok.com/@upnewsnet/video/7488540235073096967,2025-04-02T02:40:48+00:00,2025-09-19T05:27:43.442867+00:00,29800,1600000,10700,2859,0,0,"['#indonesia', '#krisisekonomi', '#moneter', '#pemerintah', '#ekonomi']",[],#pemerintah,,,7.488540235073098e+18,78.0,suara asli - upnewsnet,Negative,0.8911,Stress,0.9931,unknown,,,,,
tiktok,elcomerciope,@elcomerciope,caos en indonesia protestas contra el aumento salarial de diputados dejan muertos m s de detenidos y el parlamento de makassar incendiado mientras crece la indignaci n por sueldos de hasta mil d lares al mes indonesia makassar congreso parlamento noticias,https://www.tiktok.com/@elcomerciope/video/7545270752359042311,2025-09-01T23:44:16+00:00,2025-09-19T05:29:00.505857+00:00,528400,8100000,62500,44700,0,0,"['#Indonesia', '#Makassar', '#Congreso', '#Parlamento', '#Noticias']",[],#indonesia,,,7.545270752359042e+18,29.0,■ News News-Drone-IT-AI(963995),Neutral,0.8863,Stress,0.9829,unknown,"[""M S""]","[""Caos En Indonesia Protestas Contra El Aumento"", ""D Lares Al Mes Indonesia Makassar Congreso Parlamento Noticia"", ""De Detenidos Y El Parlamento Makassar Incendiado Mientras Crece La Indignaci N"", ""Rial De Diputados""]",,,
tiktok,baginda___,@baginda___,indonesia mata dunia,https://www.tiktok.com/@baginda___/video/7494639783654788370,2025-04-18T13:10:08+00:00,2025-09-19T05:28:55.500787+00:00,43000,1400000,752,2656,0,0,[],[],#indonesia,,,7.494639783654787e+18,39.0,Mortals,Positive,0.9362,Happy,0.7501,unknown,,,,,
tiktok,indonesiahebattt,@indonesiahebattt,kalian hebat banggan semua orang paskibraka indonesia sorong papuabarat fyp,https://www.tiktok.com/@indonesiahebattt/video/7539744940805442822,2025-08-18T02:21:17+00:00,2025-09-19T05:29:03.520526+00:00,21400,599600,542,1323,0,0,"['#paskibraka', '#indonesia', '#sorong', '#papuabarat', '#fyp']",[],#indonesia,,,7.539744940805444e+18,113.0,Indonesia Pusaka,Positive,0.9233,Happy,0.9026,unknown,,,,,
twitter,@KuroNewsID,Kuro News,pakar ui saran prabowo suara dukung merdeka palestina sidang umum pbb bentuk konsistensi politik luar negeri indonesia prabowo palestina pbb,https://x.com/KuroNewsID/status/1968828992070238244,2025-09-19T00:06:25.000Z,2025-09-19 12:32:49,0,26,0,0,0,0,[],[],,,,,,,Neutral,0.9604,Stress,0.9738,unknown,"[""Prabowo Subianto""]","[""Pakar Ui""]",,,"[""Prabowo Subianto""]"
tiktok,yul_yuli77,@yul_yuli77,selamat siang hijabers indonesia hijaber indo hijabercantik barbie muslimah hijaberscommunity diaryhijaber dailyhijabindo hijabkeceindo gayahijabkini hijabersmagazine wanitaberhijab lismaoelala bidadariselfie diaryhijabe komunitas hijab indonesia myhijabindo inoengaceh acehcantik berbiemuslimah kotabandaaceh daraacehmameh wanitaaceh gadisaceh daraaceh wonderfullaceh vscoaceh dutawisataaceh acehmameh gadissosmed selebgramaceh fyp,https://www.tiktok.com/@yul_yuli77/video/7389119854416039173,2024-07-08T04:38:56+00:00,2025-09-19T05:28:57.506684+00:00,25400,760400,1067,704,0,0,"['#hijabers_indonesia', '#hijaber_indo', '#hijabercantik', '#barbie_muslimah', '#hijaberscommunity', '#diaryhijaber', '#dailyhijabindo', '#hijabkeceindo', '#gayahijabkini', '#hijabersmagazine', '#wanitaberhijab', '#lismaoelala', '#bidadariselfie', '#diaryhijabe', '#komunitas_hijab_indonesia', '#myhijabindo', '#inoengaceh', '#acehcantik', '#berbiemuslimah', '#kotabandaaceh', '#daraacehmameh', '#wanitaaceh', '#gadisaceh', '#daraaceh', '#wonderfullaceh', '#vscoaceh', '#dutawisataaceh', '#acehmameh', '#gadissosmed', '#selebgramaceh', '#fyp']",[],#indonesia,East Java,Indonesia,7.389119854416038e+18,15.0,suara asli - yuliana,Positive,0.4959,Grateful,0.9834,Jawa Timur,,"[""Dailyhijabindo Hija"", ""Eceindo Gaya"", ""Hijab Indonesia Myhijabindo""]",,,
tiktok,infobalinese.id,@infobalinese.id,viral tari joged bumbung tiba tiba cium belakang orang pria sontak raut wajah tari cantik langsung ubah gimana semeton follow id sumber via jeg bal infobali baliindonesia wisatabali liburanbali indonesia pantaibali wna infodenpasar balilife bal infobalinese gilitrawangan ubudbali tabal infobalinese id ubud canggu canggubali infojembrana jembrana badung singaraja buleleng karangasem gilimanuk denpasar denpasarhits liburanbali kotadenpasar,https://www.tiktok.com/@infobalinese.id/video/7417453434485411077,2024-09-22T13:07:46+00:00,2025-09-19T05:28:47.442730+00:00,101600,5900000,2024,2352,0,0,"['#infobali', '#baliindonesia', '#wisatabali', '#liburanbali', '#indonesia', '#pantaibali', '#wna', '#infodenpasar', '#balilife', '#bali', '#infobalinese', '#gilitrawangan', '#ubudbali', '#Kutabali', '#infobalinese_id', '#ubud', '#canggu', '#canggubali', '#infojembrana', '#jembrana', '#badung', '#singaraja', '#buleleng', '#karangasem', '#gilimanuk', '#denpasar', '#denpasarhits', '#liburanbali', '#kotadenpasar']",['@infobalinese.id'],#indonesia,,,7.417453434485411e+18,24.0,Dramatic,Neutral,0.8149,Stress,0.9851,unknown,,"[""Albalinese Id"", ""Denpasar Balilife Balbali"", ""Id Sumber Via Jeg Balbali Bali"", ""Na Jembrana""]",,,
twitter,@LewizdomX,Forest Rain,mungkin tahun indonesia sibuk urus politik kaya diri kroni buah budaya akan selalu lawan nilai republic,https://x.com/LewizdomX/status/1968844472856232320,2025-09-19T01:07:56.000Z,2025-09-19 12:32:29,0,28,0,0,0,0,[],[],,,,,,,Negative,0.942,Stress,0.9903,unknown,,,,,
tiktok,mbaknonikreal,@mbaknonikreal,kulinerviral sugih tiktokviral kuliner tiktoknews trending tiktokkulineran fyptiktok fyp viral viraltiktok jajanantiktok tiktokindonesia videoviral viralvideo viral videotiktok,https://www.tiktok.com/@mbaknonikreal/video/7534177053894020360,2025-08-03T02:14:59+00:00,2025-09-19T05:28:52.482885+00:00,56500,8200000,4268,787,0,0,"['#kulinerviral', '#pesugihan', '#tiktokviral', '#kuliner', '#tiktoknews', '#trending', '#tiktokkulineran', '#fyptiktok', '#fyp', '#viral', '#viraltiktok', '#jajanantiktok', '#tiktokindonesia', '#videoviral', '#viralvideo', '#viral']",[],#indonesia,,,7.534177053894019e+18,16.0,suara asli - Mbak Nonik Official,Neutral,0.9363,Stress,0.9863,unknown,"[""Sugih Tiktokvira""]",,,,
tiktok,dedimulyadi_officialfans,@dedimulyadi_officialfans,ini anggota dpr dinasti politik prabowo masukberanda,https://www.tiktok.com/@dedimulyadi_officialfans/video/7544375136745426232,2025-08-30T13:48:46+00:00,2025-09-19T05:28:26.961958+00:00,656,142700,33,22,0,0,['#masukberanda'],[],#politik,,,7.544375136745426e+18,17.0,Epic News,Neutral,0.6781,Stress,0.989,unknown,"[""Prabowo Subianto""]","[""DPR Ri""]",,,"[""Prabowo Subianto""]"
tiktok,bayyy.chyy_18,@bayyy.chyy_18,besok matchday timnasindonesia kitagaruda foryoupage fyp football,https://www.tiktok.com/@bayyy.chyy_18/video/7546227878329978120,2025-09-04T13:38:17+00:00,2025-09-19T05:28:43.433999+00:00,450400,6000000,12600,1524,0,0,"['#timnasindonesia', '#kitagaruda', '#foryoupage', '#fyp', '#football']",[],#indonesia,,,7.546227878329978e+18,25.0,suara asli - 𝐁𝐚𝐲𝐲𝐲. 𝐅𝐨𝐨𝐭𝐛𝐚𝐥𝐥𝟐,Neutral,0.8829,Happy,0.9637,unknown,,,,"[""football""]",
tiktok,korankaltara,@korankaltara,perintah provinsi pemprov kalimantan utara kaltara tegas komitmen jadi sektor sehat prioritas bangun wakil gubernur wagub kaltara ingkong ala laku konsultasi kait rencana bangun rumah sakit umum daerah rsud provinsi kaltara kelas b tanjung lor jumlah menteri jakarta rabu rombong pimpin wagub ingkong sama asisten bidang perintah kesra setdaprov kaltara h datu iqro ramadhan kepala dinkes kaltara usman plt direktur rsud dr h jusuf sk dr budy aziz kepala biro kesra muh rosyit sekretaris dpupr kim kaltara rahmat kunjung pertama ingkong temu menko pmk pratikno kantor kemenko pmk ri jakarta pusat jelas rs tipe b kaltara ada tara sulit pasien rujuk wilayah darat saat ini fasilitas sehat tanjung lor milik perintah kabupaten bulungan rsud dr h soemarno sosroatmodjo tipe c batas segi kapasitas tenaga sehat spesialis sarana prasarana ujar baca lengkap korankaltara com diskominfokaltara tempat tuju,https://www.tiktok.com/@korankaltara/video/7551667319961931019,2025-09-19T05:26:18+00:00,2025-09-19T05:47:32.477164+00:00,30,1063,1,2,0,0,[],[],#pemerintah,,,7551667319961931019,31,Knowledge,Neutral,0.9621,Stress,0.9828,unknown,"[""Dr Budy Aziz"", ""H Datu Iqro Ramadhan"", ""H Jusuf Sk"", ""Muh Rosyit""]","[""Fasilitas Sehat Tanjung Lor"", ""Korankaltara Com Diskomkaltara"", ""Perintah Kabupaten Bulungan"", ""Prov Kaltara"", ""Rsud Dr"", ""Sakit Umum Daerah Rsud Provinsi Kaltara Kelas B Tanjung Lor"", ""Soemarno Sosroatmodjo Tipe C Batas Segi Kapasitas Tenaga Sehat Spesialis Sarana Prasarana"", ""Tara Sulit Pasien Rujuk Wilayah Darat""]",,,
tiktok,kangpurwastore,@kangpurwastore,atur baru perintah guna bbm bersupsidi,https://www.tiktok.com/@kangpurwastore/video/7551597113411374392,2025-09-19T00:53:44+00:00,2025-09-19T05:47:34.494923+00:00,199,22800,10,26,0,0,[],[],#pemerintah,Malang Java Tour,"Jl. Yos Sudarso Perum. Istana Agung Blok-D no. 27 Bedali, Lawang, Setran, Bedali, Kec. Lawang, Kabupaten Malang, Jawa Timur 65215, Indonesia",7551597113411374392,29,suara asli - 𝖐𝖆𝖓𝖌𝐏𝐔𝐑𝐖𝐀'𝒔𝒕𝒐𝒓𝒆,Neutral,0.8094,Stress,0.9875,Jawa Timur,,,,,
tiktok,jendelaindonesia.web.id,@jendelaindonesia.web.id,satreskrim polresta bandung selidik kasus kdrt viral viralindonesia viral fyp fypviral fypviral kdrt adeliasepta polri polripresisi polrestabandung satreskrimpolrestabandung,https://www.tiktok.com/@jendelaindonesia.web.id/video/7486482759624559879,2025-03-27T13:36:42+00:00,2025-09-19T05:48:38.821744+00:00,4320,858600,318,428,0,0,"['#viralindonesia', '#viral', '#fyp', '#fypviralシ', '#fypviral', '#kdrt', '#adeliasepta', '#polri', '#polripresisi', '#polrestabandung', '#satreskrimpolrestabandung']",['@adeliasepta'],#indonesia,,,7486482759624559879,90,suara asli - youoneab,Neutral,0.961,Stress,0.9841,unknown,,"[""POLRI""]",,,
tiktok,bkadkabupatengorontalo,@bkadkabupatengorontalo,semangat nasionalisme abdi negara tim media badan uang aset daerah kabupaten gorontalo sembah video klip lagu indonesia raya turut tampil pesona alam kabupaten gorontalo simbol cinta tanah air buah karya refleksi harmoni budaya alam semangat abdi asn daerah bingkai negara satu republik indonesia indonesiaraya alamgorontalo nkri integritas profesionalisme bkadkokohdanberimbang bkadkabupatengorontalo fyp fypage fyp fyppppppppppppppppppppppp viraltiktok gorontalopunya,https://www.tiktok.com/@bkadkabupatengorontalo/video/7494909567369743671,2025-04-19T06:37:05+00:00,2025-09-19T05:48:39.825650+00:00,1024,160200,469,342,0,0,"['#Indonesiaraya', '#Alamgorontalo', '#NKRI', '#Integritas', '#Profesionalisme', '#Bkadkokohdanberimbang', '#Bkadkabupatengorontalo', '#fyp', '#fypage', '#fypシ', '#fyppppppppppppppppppppppp', '#viraltiktok', '#gorontalopunya']",[],#indonesia,,,7494909567369743671,110,suara asli - BKAD Kabupaten Gorontalo,Neutral,0.8562,Grateful,0.9889,unknown,,"[""Abdi Asn Daerah Bingkai"", ""Abdi Negara"", ""Indonesia Indonesiaraya Alam"", ""Tim Media Badan Uang Aset Daerah Kabupaten Gorontalo""]",,,
tiktok,gns_official3101,@gns_official3101,hati hati banyak bazer susup demo indonesia dpr brimob polisi,https://www.tiktok.com/@gns_official3101/video/7544733352402619669,2025-08-31T12:58:46+00:00,2025-09-19T05:48:44.848860+00:00,2555,357300,222,329,0,0,"['#demo', '#indonesia', '#dpr', '#brimob', '#polisi']",[],#indonesia,,,7544733352402619669,331,suara asli - GNS_Official,Negative,0.4994,Stress,0.9919,unknown,,"[""DPR Ri""]",,,
tiktok,tutorclas,@tutorclas,balas upin ipin hari merdeka cek youtube versi lai laguai presetalightmotion aicover indonesia harimerdeka tutorclas tutorclas upinipin upin ipin,https://www.tiktok.com/@tutorclas/video/7399875782534761733,2024-08-06T04:17:31+00:00,2025-09-19T05:48:48.873312+00:00,25000,2400000,2270,2308,0,0,"['#laguai', '#presetalightmotion', '#aicover', '#indonesia', '#harimerdeka', '#tutorclas02', '#tutorclas', '#upinipin', '#upin', '#ipin']",['@alvinfardanp'],#indonesia,,,7399875782534761733,17,suara asli - TcProject,Neutral,0.9574,Stress,0.9912,unknown,"[""Upin Ip"", ""Upinipin Upin Ipin""]","[""Hari Merdeka""]",,,
tiktok,mbaknonikreal,@mbaknonikreal,jajanantiktok kulinerindonesia tiktokkuliner viral reel fyptiktok fyp viralvideo tiktokkulineran kulinerviral tiktokindonesia tiktok kuliner streetfood,https://www.tiktok.com/@mbaknonikreal/video/7523968029563145480,2025-07-06T13:58:43+00:00,2025-09-19T05:48:49.879150+00:00,22100,2200000,1032,0,0,0,"['#jajanantiktok', '#kulinerindonesia', '#tiktokkuliner', '#viral', '#reel', '#fyptiktok', '#fyp', '#viralvideo', '#tiktokkulineran', '#kulinerviral', '#tiktokindonesia', '#tiktok', '#kuliner', '#streetfood']",[],#indonesia,,,7523968029563145480,12,suara asli - Mbak Nonik Official,Neutral,0.9141,Stress,0.9302,unknown,,,,,
tiktok,lutzz.str,@lutzz.str,bagi naga duga naga putih bukan naga besukih di rekam orang desa kudap camat tasik putri unyu pulau merantimitologi mistis nagaputih horor viral fypage foryoupageofficiall masukfyp makhluk fyp,https://www.tiktok.com/@lutzz.str/video/7491587511790193927,2025-04-10T07:45:49+00:00,2025-09-19T05:48:52.889245+00:00,1500000,45300000,15100,11600,0,0,"['#mitologi', '#mistis', '#nagaputih', '#horor', '#viral', '#fypage', '#foryoupageofficiall', '#masukfyp', '#makhluk', '#fypシ']",[],#indonesia,,,7491587511790193927,16,เสียงต้นฉบับ - ⚡️future⚡️,Neutral,0.629,Stress,0.9877,unknown,,"[""Kudap Camat Tasik Putri Unyu Pulau""]",,,
tiktok,infopromomurah.id,@infopromomurah.id,fypviral viral fypviral fyp fyppppppppppppppppppppppp fyp tni tniad tniindonesia,https://www.tiktok.com/@infopromomurah.id/video/7526054856977599762,2025-07-12T04:56:40+00:00,2025-09-19T05:48:57.918987+00:00,13400,1300000,570,663,0,0,"['#fypviralシviral', '#fypviralシ', '#fypシ', '#fyppppppppppppppppppppppp', '#fyp', '#tni', '#tniad', '#tniindonesia']",[],#indonesia,,,7526054856977599762,11,Hanya Rindu,Neutral,0.9607,Stress,0.9719,unknown,,,,,
tiktok,acc_abangku2,@acc_abangku2,lewatberanda indonesia,https://www.tiktok.com/@acc_abangku2/video/7544550094104726840,2025-08-31T01:07:40+00:00,2025-09-19T05:49:00.933607+00:00,193300,750200,5782,702,0,0,"['#lewatberanda', '#indonesia']",[],#indonesia,,,7544550094104726840,13,Di Akhir Perang,Positive,0.7661,Grateful,0.8999,unknown,,"[""Anda Indonesia""]",,,
tiktok,ervino0001,@ervino0001,bagaimana nasib indonesia depa bubar tahan harikemerdekaan indonesiamerdeka agustus,https://www.tiktok.com/@ervino0001/video/7539014838748499205,2025-08-16T03:08:07+00:00,2025-09-19T05:49:03.951978+00:00,413200,6700000,52500,43500,0,0,"['#harikemerdekaan', '#indonesiamerdeka', '#17agustus']",[],#indonesia,,,7539014838748499205,28,TABOLA BALE,Neutral,0.6621,Stress,0.9908,unknown,,,,,
twitter,@dancogito,Oray Kadut,mbg koperasi merah putih tampak lebih sekadar program sosial ekonomi ratus ribu pegawai mbg lebih juta personel koperasi desa cipta infrastruktur pasu sipil besar indonesia indikasi kuat jaring bisa pakai sbg mesin politik,https://x.com/dancogito/status/1968914782620184932,2025-09-19T05:47:19.000Z,2025-09-19 12:49:34,0,0,0,0,0,0,[],[],,None,"Jakarta Timur, DKI Jakarta",,,,Neutral,0.7574,Stress,0.9275,DKI Jakarta,,"[""Koperasi Desa Cipta Infrastruktur"", ""Koperasi Merah Putih""]",,,
twitter,@dancogito,Oray Kadut,mbg koperasi merah putih tampak lebih sekadar program sosial ekonomi ratus ribu pegawai mbg lebih juta personel koperasi desa cipta infrastruktur pasu sipil besar indonesia indikasi kuat jaring bisa pakai sbg mesin politik,https://x.com/dancogito/status/1968913656596296171,2025-09-19T05:42:51.000Z,2025-09-19 12:49:41,0,18,0,0,0,0,[],[],,None,"Jakarta Timur, DKI Jakarta",,,,Neutral,0.7574,Stress,0.9275,DKI Jakarta,,"[""Koperasi Desa Cipta Infrastruktur"", ""Koperasi Merah Putih""]",,,
twitter,@world_watcher01,Man From No where,biasa nama musuh bakal cari salah kecil mungkin ini realita politik indonesia masyarakat paham,https://x.com/world_watcher01/status/1968864696414384487,2025-09-19T02:28:18.000Z,2025-09-19 12:51:36,0,2947,0,0,1,0,[],[],,None,None,,,,Negative,0.96,Stress,0.9832,unknown,,,,,
tiktok,kompascom,@kompascom,menteri uang menkeu purbaya yudhi sadewa aku bakal patroli menteri lembaga lihat realisasi serap anggar panjang tahun patroli akan mulai laku bulan depan ini sampai usai rapat batas ratas presiden prabowo subianto kompleks istana presiden jakarta pusat selasa sebut menteri uang bakal bantu serap anggar sebut purbaya alas tak dana perintah harus guna belanja justru anggur tulis fika nurul ulya dan prabowo kreatif safira nurulita produser reza kurnia darmawan purbaya menkeu jakarta bijak cut,https://www.tiktok.com/@kompascom/video/7550852609385549063,2025-09-17T00:44:40+00:00,2025-09-19T05:47:18.400485+00:00,23600,794400,1044,1255,0,0,"['#Purbaya', '#Menkeu', '#Jakarta', '#Kebijakan', '#cut']",[],#pemerintah,,,7550852609385549063,30,suara asli - Kompas.com,Neutral,0.9576,Stress,0.9732,unknown,"[""Fika Nurul Ulya"", ""Prabowo Subianto"", ""Purbaya Yudhi Sadewa"", ""Safira Nurulita"", ""Serap Anggar""]",,,,"[""Prabowo Subianto"", ""Reza Kurnia""]"
twitter,@sweetapril2010,sweetapril,termul sih bakal terus serang pdip malu uda tolak periode mau kudeta malah pecat tragedi politik indonesia,https://x.com/sweetapril2010/status/1968862657873576136,2025-09-19T02:20:11.000Z,2025-09-19 12:51:44,0,105,0,0,0,0,[],[],,None,None,,,,Negative,0.9592,Stress,0.9754,unknown,,"[""Pdi Perjuangan""]",,,
tiktok,fact.hunter2,@fact.hunter2,kejut politik marhaen indonesiamaju indonesiaemas,https://www.tiktok.com/@fact.hunter2/video/7425947374264126725,2024-10-15T10:28:40+00:00,2025-09-19T05:48:20.121826+00:00,7862,759500,1988,1087,0,0,"['#politik', '#marhaen', '#indonesiamaju', '#indonesiaemas']",[],#politik,,,7425947374264126725,116,"Suspense, horror, piano and music box",Neutral,0.88,Angry,0.8658,unknown,,"[""N Indonesia""]",,,
tiktok,garuda.siwa.infot,@garuda.siwa.infot,eko patrio uya kuya tumbang gaji dpr resmi cabut ekopatrio uyakuya demohariini demomahasiswa demodpr beritaartis beritahariini beritaterkini beritaterupdate beritapolitik beritaviral,https://www.tiktok.com/@garuda.siwa.infot/video/7545934590725082376,2025-09-04T08:15:00+00:00,2025-09-19T05:48:07.013667+00:00,11000,2100000,373,289,0,0,"['#ekopatrio', '#uyakuya', '#demohariini', '#demomahasiswa', '#demodpr', '#beritaartis', '#beritahariini', '#beritaterkini', '#beritaterupdate', '#beritapolitik', '#beritaviral']",[],#politik,,,7545934590725082376,19,suara asli - Garuda Siwa Infotainment,Neutral,0.9616,Stress,0.9902,unknown,"[""Eko Patrio"", ""Uya Kuya""]","[""DPR Ri""]",,,
tiktok,rahayu.holy,@rahayu.holy,jabat tak pro rakyat lawan salsa cucu soeharto dpr politik soeharto,https://www.tiktok.com/@rahayu.holy/video/7547150471132237112,2025-09-07T01:18:31+00:00,2025-09-19T05:48:15.085104+00:00,29700,1500000,1610,1299,0,0,"['#dpr', '#politik', '#soeharto']",[],#politik,,,7547150471132237112,42,original sound - rahayu,Negative,0.8176,Stress,0.9897,unknown,,"[""DPR Ri""]",,,
tiktok,bantuan.bansos.pkh.2025,@bantuan.bansos.pkh.2025,fouryoupage fyppagetiktok bansos kini dkijakarta jakartapusat jawatimur jawaba jawatengah indonesia indonesiamaju mediaviral infobansos bandung bekas tangerang fypdong indonesia alhamdulillah rezeki bansos,https://www.tiktok.com/@bantuan.bansos.pkh.2025/video/7475594580344311058,2025-02-26T05:25:04+00:00,2025-09-19T05:47:36.513444+00:00,7550,952500,1728,1908,0,0,"['#fouryoupage', '#fyppagetiktok', '#bansos', '#2025', '#terkini', '#dkijakarta', '#jakartapusat', '#jawatimur', '#jawaba', '#jawatengah', '#indonesia', '#indonesiamaju', '#mediaviral', '#infobansos', '#bandung', '#bekasi', '#tangerang', '#fypdong', '#seindonesia', '#alhamdulillah', '#rezeki', '#bansos']",[],#pemerintah,,,7475594580344311058,18,suara asli - Bantuan Bansos PKH 2025,Neutral,0.9272,Grateful,0.9821,unknown,,"[""Bansos Bandung"", ""Dong Indonesia"", ""Pusat Jawatimur Jawaba Jawatengah Indonesia Indonesiama""]",,,
tiktok,inpo_virall,@inpo_virall,perintah mau sampe kapan nih nahan bensin spbu bensin perintah pertamina shell fyp,https://www.tiktok.com/@inpo_virall/video/7551624505551031564,2025-09-19T02:40:05+00:00,2025-09-19T05:47:24.436693+00:00,106,718,11,2,0,0,"['#bensin', '#pemerintah', '#pertamina', '#shell', '#fyp']",[],#pemerintah,Jakarta,Indonesia,7551624505551031564,52,suara asli - info viral,Neutral,0.7464,Stress,0.988,DKI Jakarta,,,,,
tiktok,biruyouu,@biruyouu,perintah resmi bebas pph pajak hasil kerja gaji bawah rp juta sesuai pmk arti pajak biasa potong gaji sekarang tanggung perintah catat penting laku untuk sektor tentu padat karya pariwisata hotel restoran kafe harus punya npwp nik integrasi batas gaji maksimal rp juta bulan rp ribu hari jadi kalau masuk kriteria otomatis gaji potong pajak info lengkap cek situs resmi kemenkeu purbayayudhisadewa menkeu metrikeuangan bank breaking news,https://www.tiktok.com/@biruyouu/video/7550920671467932936,2025-09-17T05:08:45+00:00,2025-09-19T05:47:31.473383+00:00,35900,432700,1435,732,0,0,"['#purbayayudhisadewa', '#menkeu', '#metrikeuangan', '#bank', '#breaking', '#news']",[],#pemerintah,,,7550920671467932936,23,suara asli,Neutral,0.9321,Stress,0.9909,unknown,,"[""Euangan Bank Breaking""]",,,
tiktok,officialinews,@officialinews,presiden prabowo subianto beri ingat para jenderal tni maupun polisi libat tambang ilegal indonesia ingat sebut sampai pidato negara pertama sidang tahun mpr sidang sama dpr dpd jumat prabowo sebut dapat tambang ilegal indonesia dia hitung tambang ilegal bisa jadi dapat negara ratus triliun baca lengkap di inews prabowosubianto pidatoprabowo prabowoultimatumjenderal jenderaltni tambangilegal jenderalpolri,https://www.tiktok.com/@officialinews/video/7538736056875748616,2025-08-15T09:06:12+00:00,2025-09-19T05:47:56.957917+00:00,360800,7200000,18400,25100,0,0,"['#iNews', '#PrabowoSubianto', '#PidatoPrabowo', '#PrabowoUltimatumJenderal', '#JenderalTNI', '#TambangIlegal', '#JenderalPolri']",[],#politik,,,7538736056875748616,144,original sound - OfficialiNews,Neutral,0.9583,Stress,0.9873,unknown,"[""Prabowo Subianto""]","[""DPR Ri"", ""MPR Ri""]",,,"[""Prabowo Subianto""]"
tiktok,kompastv.indonesia,@kompastv.indonesia,perintah wakil menteri uang purbaya yudhi badan anggara dpr tuju postur anggara dapat belanja negara apbn tahun bawa sidang paripurna dpr ini sampai rapat kerja banggar dpr hadir menkeu purbaya yudhi dpr kamis bagaimana dapat simak video lengkap dapat berita kini lain www kompas tv youtube com kompastv tiktokberita sorotkompastv,https://www.tiktok.com/@kompastv.indonesia/video/7551367639193603336,2025-09-18T10:03:10+00:00,2025-09-19T05:47:29.467485+00:00,7055,260400,61,200,0,0,"['#TikTokBerita', '#SOROTKompasTV']",[],#pemerintah,,,7551367639193603336,710,original sound - KompasTV,Neutral,0.9582,Stress,0.9928,unknown,"[""Purbaya Yudhi Sadewa""]","[""DPR Ri"", ""Www Kompas Tv Youtube Com Kompastv""]",,,
