platform,author,author_username,content_text,post_url,timestamp,likes,shares,comments,views,hashtags,mentions,scraped_at,content_original,emotion,sentiment
twitter,@pinterpolitik,@pinterpolitik,mas gibran masih menjabat jadi belum bisa dinilai bu mega lebih terlihat saat presiden apakah kalian setuju dengan list atau punya versi lain kolom komentar,https://x.com/FelixSGL1/status/157957547567223534,2025-05-23 09:14:30,0,0,0,145,[],[],2025-08-26 13:38:52,mas gibran masih menjabat ya jadi belum bisa dinilai bu mega juga lebih terlihat saat jadi presiden apakah kalian setuju dengan list ini atau punya versi lain share di kolom komentar ya,Stress,Netral
twitter,@pinterpolitik,@pinterpolitik,tiga sampel persahabatan politik unik era reformasi,https://x.com/FelixSGL1/status/158684508535329805,2025-07-14 10:04:36,0,0,0,564,[],[],2025-08-26 13:38:52,tiga sampel persahabatan politik yang unik di era reformasi,Stress,Netral
twitter,@pinterpolitik,@pinterpolitik,pdip terpaksa tunduk kepada jokowi,https://x.com/FelixSGL1/status/158810695100264152,2025-03-22 22:31:36,0,0,0,115,[],[],2025-08-26 13:38:52,pdip terpaksa tunduk kepada jokowi,Sedih,Negatif
twitter,@kurniawanaghil,@kurniawanaghil,salam kenal sahabat berisik jangan diam dalam nestapa full video,https://x.com/FelixSGL1/status/159133140554710954,2024-11-06 04:06:48,0,0,0,27,[],[],2025-08-26 13:38:52,salam kenal juga sahabat terus berisik jangan diam dalam nestapa full video,Bersyukur,Positif
twitter,seputardunia1922,seputardunia1922,menteri kesayangan prabowo,https://x.com/FelixSGL1/status/159401603414548086,2024-01-13 00:00:00,2216,0,0,0,[],[],2025-08-26 13:38:52,menteri kesayangan prabowo,Senang,Positif
twitter,jakartanspirit,jakartanspirit,sebuah pelajaran politik tom lembong menjabarkan bahwa pemerintah toriter ligarkis akan lebih senang jika rakyat menerus tenggelam dalam keb dohan ketergantungan,https://x.com/FelixSGL1/status/159684774383429160,2024-02-23 00:00:00,230,0,0,0,[],[],2025-08-26 13:38:52,sebuah pelajaran politik dari tom lembong menjabarkan bahwa pemerintah yang toriter dan ligarkis akan lebih senang jika rakyat terus menerus tenggelam dalam keb dohan dan ketergantungan,Senang,Negatif
twitter,@krispurwana,@krispurwana,pengingat bagi anak bangsa jangan rusak bumi hancurkan negeri ambisimu membawamu kuasamu korup,https://x.com/FelixSGL1/status/160194110191480385,2024-08-30 01:50:26,0,0,0,103,[],[],2025-08-26 13:38:52,pengingat bagi anak bangsa jangan rusak bumi ini jangan hancurkan negeri ini ambisimu membawamu pada kuasamu yang korup,Bersyukur,Negatif
twitter,@pinterpolitik,@pinterpolitik,jadi jurusnya pak prabowo agar nilai rupiah tetap kuat,https://x.com/FelixSGL1/status/161098739874842996,2025-04-25 12:00:03,0,0,0,108,[],[],2025-08-26 13:38:52,ohh jadi ini jurusnya pak prabowo agar nilai rupiah tetap kuat,Stress,Positif
twitter,@bensutandio,@bensutandio,aneh vonis tahun untuk tom lembong,https://x.com/FelixSGL1/status/161181097559491735,2025-07-19 10:18:19,0,0,0,57,[],[],2025-08-26 13:38:52,aneh si vonis 4 5 tahun untuk tom lembong,Stress,Negatif
twitter,@one_Andy,@one_Andy,adalah privilage penerus mendapatkan gelar anaknya pertahana istrinya suaminya keponakan atau sepupu saat proses kampanye,https://x.com/FelixSGL1/status/161497409245421536,2024-08-31 15:11:07,0,0,0,19,[],[],2025-08-26 13:38:52,adalah privilage si penerus mendapatkan gelar anaknya si pertahana istrinya si pertahana suaminya si pertahana keponakan atau sepupu si pertahana saat proses kampanye,Stress,Netral
twitter,@Jurnalpatroli_,@Jurnalpatroli_,desak mk tegakkan aturan denny indrayana sebut petahana mestinya didiskualifikasi,https://x.com/FelixSGL1/status/161996301605199590,2025-01-15 17:54:33,0,0,0,18,[],[],2025-08-26 13:38:52,desak mk tegakkan aturan denny indrayana sebut petahana mestinya didiskualifikasi,Stress,Netral
twitter,@InnfoA1,@InnfoA1,pertanyaannya apakah pdip kini jadi jembatan kritis pemerintahan atau justru sadar mempertahankan independensi langkah bisa strategi baru menciptakan keseimbangan politik,https://x.com/FelixSGL1/status/163344490335335227,2025-08-02 12:25:56,0,0,0,18,[],[],2025-08-26 13:38:52,pertanyaannya apakah pdip kini jadi jembatan kritis pemerintahan atau justru sadar mempertahankan independensi langkah ini bisa jadi strategi baru menciptakan keseimbangan politik,Stress,Negatif
twitter,@lawjustice_co,@lawjustice_co,dinamika politik purnawirawan terbelah sikapi gibran,https://x.com/FelixSGL1/status/163382929595156957,2025-05-05 05:41:20,0,0,0,19,[],[],2025-08-26 13:38:52,dinamika politik purnawirawan terbelah sikapi gibran,Stress,Netral
twitter,@mivoxyz,@mivoxyz,raja jawa bukan saya,https://x.com/FelixSGL1/status/164493188554989243,2024-09-03 01:00:01,0,0,0,56,[],[],2025-08-26 13:38:52,raja jawa bukan saya,Sedih,Negatif
twitter,@pinterpolitik,@pinterpolitik,mr trump butuh pak prabowo,https://x.com/FelixSGL1/status/165153069001242591,2025-07-10 05:00:01,0,0,0,0,[],[],2025-08-26 13:38:52,mr trump lagi butuh pak prabowo,Stress,Netral
twitter,@Kimy_urrasya,@Kimy_urrasya,murahan sekali cara main mu,https://x.com/FelixSGL1/status/165354753724224110,2024-08-22 10:29:29,0,0,0,263,[],[],2025-08-26 13:38:52,murahan sekali cara main mu,Stress,Negatif
twitter,@BustoniFikri4,@BustoniFikri4,alasan membuat hutang gila gilaan china negara tergadai kebohongan terjawab terbebani sangat berat ntah sampai kapan akan terbayar sedang rezim melenggang,https://x.com/FelixSGL1/status/165656719507556892,2025-02-07 01:24:22,0,0,0,19,[],[],2025-08-26 13:38:52,ini alasan si membuat hutang gila gilaan ke china negara tergadai kebohongan yg terjawab di terbebani dgn sangat berat ntah sampai kapan hutang akan terbayar sedang rezim nya terus melenggang dgn kebohongan,Stress,Negatif
twitter,@pinterpolitik,@pinterpolitik,gimana rindu dengan era emas para jubir masa lalu,https://x.com/FelixSGL1/status/166379487594880169,2025-03-23 14:45:38,0,0,0,347,[],[],2025-08-26 13:38:52,hmm gimana guys rindu dengan era emas para jubir masa lalu kah,Stress,Positif
twitter,the_inisialone1,the_inisialone1,kalau hukum begini keadilan harus dicari mana,https://x.com/FelixSGL1/status/166609609798033666,2024-07-19 00:00:00,0,0,0,0,[],[],2025-08-26 13:38:52,kalau hukum begini keadilan harus dicari ke mana lagi,Stress,Negatif
twitter,@alfatih212426,@alfatih212426,bapak anak nebeng pencitraan modalin rakyat ngakunya 58 pendukung galau coba baca komen2 akun junjungannya cebong komen oposisi kadrun membuktikan menolak duta nyinyir indonesia,https://x.com/FelixSGL1/status/166898055274237220,2024-09-19 04:43:50,0,0,0,41,[],[],2025-08-26 13:38:52,bapak anak nebeng pencitraan di modalin rakyat ngakunya 58 pendukung galau juga coba baca komen2 akun junjungannya cebong komen rakyat oposisi kadrun membuktikan menolak duta nyinyir indonesia,Stress,Negatif
twitter,@pinterpolitik,@pinterpolitik,sabar dikit para abdi negara fokus katanya mudah mudahan bisa ngubah stigma minor oknum en ice udah birokrasi,https://x.com/FelixSGL1/status/167322388991855923,2025-03-08 10:00:00,0,0,0,0,[],[],2025-08-26 13:38:52,sabar dikit ya para abdi negara fokus katanya mudah mudahan bisa ngubah stigma minor oknum pi en ice yang udah udah di birokrasi,Stress,Negatif
twitter,@suarakonstituen,@suarakonstituen,indikasi ekonomi indonesia rapuh,https://x.com/FelixSGL1/status/168646593506701127,2024-04-21 10:14:56,0,0,0,41,[],[],2025-08-26 13:38:52,indikasi ekonomi indonesia rapuh,Stress,Negatif
twitter,@Saifoel,@Saifoel,ketika penguasa kebohongan menuduh raja berbohong maka hanya 16 ditambah 24 rakyat percaya,https://x.com/FelixSGL1/status/169037653250663059,2025-05-15 14:03:26,0,0,0,10,[],[],2025-08-26 13:38:52,ketika penguasa kebohongan menuduh raja berbohong maka hanya 16 ditambah 24 rakyat yang percaya,Stress,Negatif
twitter,masari_72,masari_72,antek politik dinasti,https://x.com/FelixSGL1/status/169594440706120367,2024-11-25 00:00:00,32,0,0,0,[],[],2025-08-26 13:38:52,antek antek politik dinasti,Marah,Negatif
twitter,@IndoMaju_,@IndoMaju_,dengan jatuhnya harga saham garuda indonesia jadi gocap apakah sedang baik,https://x.com/FelixSGL1/status/169793513561959329,2024-06-14 14:23:24,0,0,0,58,[],[],2025-08-26 13:38:52,dengan jatuhnya harga saham garuda indonesia jadi saham gocap apakah indonesia sedang baik baik saja,Stress,Negatif
twitter,@Saifoel,@Saifoel,niat mempersatukan semua golongan baik tapi ada fakta tak bisa dipaksakan untuk bersatu oil and water meski dicoba keduanya tetap akan terpisah harmoni tercipta justru dengan menerima perbedaan,https://x.com/FelixSGL1/status/171576398037674950,2025-05-03 01:49:45,0,0,0,14,[],[],2025-08-26 13:38:52,niat mempersatukan semua golongan memang baik tapi ada fakta yang tak bisa dipaksakan untuk bersatu like oil and water meski dicoba keduanya tetap akan terpisah harmoni tercipta justru dengan menerima perbedaan,Bersyukur,Positif
twitter,@Saifoel,@Saifoel,begitulah para pembenci akut menilai konten bukan subtansi dipublikasi tetapi siapa membuat,https://x.com/FelixSGL1/status/171823858343992973,2025-04-28 23:08:32,0,0,0,26,[],[],2025-08-26 13:38:52,begitulah para pembenci akut menilai konten bukan subtansi dari konten yang dipublikasi tetapi dari siapa yang membuat konten,Stress,Negatif
twitter,@icatwps,@icatwps,selamat menyambut pemerintah rezim jenderal tni subianto rakabuming,https://x.com/FelixSGL1/status/171863519922773570,2024-10-15 05:09:54,0,0,0,129,[],[],2025-08-26 13:38:52,selamat menyambut pemerintah rezim jenderal tni subianto rakabuming,Bersyukur,Netral
twitter,@daulatrakyatcom,@daulatrakyatcom,gubernur jawa tengah ahmad luthfi melontarkan sindiran tajam terhadap gaya pejabat gemar membuat konten terutama vlog saat melakukan kunjungan desa artikel,https://x.com/FelixSGL1/status/171919745250209162,2025-07-25 09:07:20,0,0,0,138,[],[],2025-08-26 13:38:52,gubernur jawa tengah ahmad luthfi melontarkan sindiran tajam terhadap gaya pejabat yang gemar membuat konten terutama vlog saat melakukan kunjungan ke desa desa artikel,Stress,Netral
twitter,@InfluencerIDN,@InfluencerIDN,wakil presiden dipandang tidak mampu atau baru sibuk mainan game online sehingga hashim mewakili,https://x.com/FelixSGL1/status/172367632679988810,2025-02-03 12:27:38,0,0,0,90,[],[],2025-08-26 13:38:52,wakil presiden dipandang tidak mampu atau baru sibuk mainan game online sehingga hashim yang mewakili presiden,Stress,Netral
twitter,@one_Andy,@one_Andy,tapi itu harus menjadi beban saat terpilih baru putaran selanjutnya,https://x.com/FelixSGL1/status/173112673049397142,2024-08-31 15:14:36,0,0,0,18,[],[],2025-08-26 13:38:52,tapi itu harus menjadi beban saat terpilih dan menjadi beban baru pada saat di putaran selanjutnya,Stress,Positif
twitter,@jak_icon,@jak_icon,simak artikel selengkapnya,https://x.com/FelixSGL1/status/173591000640901294,2025-04-25 11:35:42,0,0,0,19,[],[],2025-08-26 13:38:52,simak artikel selengkapnya di,Stress,Netral
twitter,@cakappolitik,@cakappolitik,khawatir uu tni akan memperkuat peran militer dalam kehidupan politik sipil mirip dengan era orde baru,https://x.com/FelixSGL1/status/174330248992425994,2025-04-02 12:01:17,0,0,0,11,[],[],2025-08-26 13:38:52,yang khawatir uu tni akan memperkuat peran militer dalam kehidupan politik dan sipil mirip dengan era orde baru,Stress,Negatif
twitter,@BustoniFikri4,@BustoniFikri4,sudah tau trik anda hanya pencitraan skenario media massa bayaran kasihan dijadikan tunggangan utk melindungi ambisi mu berhentilah merusak indonesia,https://x.com/FelixSGL1/status/176919495426123549,2025-07-20 21:51:39,0,0,0,22,[],[],2025-08-26 13:38:52,sudah tau trik anda hanya pencitraan dgn skenario media massa bayaran kasihan dijadikan tunggangan utk melindungi ambisi mu berhentilah merusak indonesia,Stress,Negatif
twitter,@pinterpolitik,@pinterpolitik,didit hediprasetyo designer prince,https://x.com/FelixSGL1/status/177377585254999089,2025-06-04 23:44:22,0,0,0,153,[],[],2025-08-26 13:38:52,didit hediprasetyo the designer prince,Senang,Netral
twitter,bocahe.indonesia,bocahe.indonesia,hanya ada indonesia kekuasaan diwariskan kepada anak sementara hutang rakyat,https://x.com/FelixSGL1/status/177758847375925762,2024-10-01 00:00:00,0,0,0,0,[],[],2025-08-26 13:38:52,hanya ada di indonesia kekuasaan diwariskan kepada anak sementara hutang diwariskan kepada rakyat,Stress,Negatif
twitter,@spinnech,@spinnech,penilaian negatif terhadap pemikiran dinasti politik post convomf postingan bisa dilihat sumber,https://x.com/FelixSGL1/status/178769308037366723,2024-06-07 05:58:57,0,0,0,13,[],[],2025-08-26 13:38:52,penilaian negatif terhadap pemikiran dinasti politik post x dari convomf postingan bisa dilihat di sumber,Stress,Netral
twitter,@alineadotid,@alineadotid,temukan artikel menarik lainnya atau klik link bio,https://x.com/FelixSGL1/status/178884053197090061,2025-03-11 07:12:22,0,0,0,108,[],[],2025-08-26 13:38:52,temukan artikel menarik lainnya di atau klik link di bio,Senang,Netral
twitter,@Tetap_Puan,@Tetap_Puan,100 tahun eyang meri hoegeng sore moana selat hormuz,https://x.com/FelixSGL1/status/179826290792312069,2025-06-23 10:32:44,0,0,0,0,[],[],2025-08-26 13:38:52,100 tahun eyang meri hoegeng sore moana selat hormuz,Stress,Netral
twitter,@abidin_dzakaria,@abidin_dzakaria,dear pak jk anda bsedia dicalonkan bsama mk klian tmasuk mdukung tlh mrusak tatanan hukum nkri cc,https://x.com/FelixSGL1/status/180036799508531658,2024-06-19 01:14:15,0,0,0,34,[],[],2025-08-26 13:38:52,dear pak jk anda bsedia dicalonkan bsama mk klian tmasuk org yg mdukung yg tlh mrusak tatanan hukum nkri via cc,Bersyukur,Negatif
twitter,@pinterpolitik,@pinterpolitik,pergerakan pasar saham menarik untuk disimak,https://x.com/FelixSGL1/status/181622183878901005,2025-03-27 00:00:02,0,0,0,432,[],[],2025-08-26 13:38:52,hmm pergerakan di pasar saham lagi menarik untuk disimak nih,Senang,Positif
twitter,@bantengcyber_,@bantengcyber_,orang merasa bersalah tentu tidak akan berani bertemu untuk sekedar mengembalikan kta,https://x.com/FelixSGL1/status/181726861917582545,2024-04-24 15:23:26,0,0,0,71,[],[],2025-08-26 13:38:52,orang merasa yang bersalah tentu tidak akan berani bertemu untuk sekedar mengembalikan kta,Bersyukur,Negatif
twitter,@Tetap_Puan,@Tetap_Puan,selamat hari kebangkitan nasional nazwa shihab innalillahi,https://x.com/FelixSGL1/status/182425413039523233,2025-05-20 08:38:42,0,0,0,0,[],[],2025-08-26 13:38:52,selamat hari kebangkitan nasional nazwa shihab innalillahi,Bersyukur,Positif
twitter,@TapaNgumbara,@TapaNgumbara,praktik sering ditemukan negara berkembang bisa mengakibatkan monopoli kekuasaan korupsi serta rendahnya kompetisi politik sehat,https://x.com/FelixSGL1/status/183498504705117991,2024-08-19 05:26:17,0,0,0,12,[],[],2025-08-26 13:38:52,2 4 praktik ini sering ditemukan di negara negara berkembang dan bisa mengakibatkan monopoli kekuasaan korupsi serta rendahnya kompetisi politik yang sehat,Stress,Negatif
twitter,@pinterpolitik,@pinterpolitik,cara negara mana menurut kalian bisa diterapkan indonesia,https://x.com/FelixSGL1/status/183545873072483897,2025-05-11 04:55:08,0,0,0,419,[],[],2025-08-26 13:38:52,cara negara mana yang menurut kalian bisa diterapkan di indonesia,Stress,Netral
twitter,nelsonmoron6,nelsonmoron6,dinasti politik jokowi makin melemah,https://x.com/FelixSGL1/status/183968943704355022,2024-08-25 00:00:00,4013,0,0,0,[],[],2025-08-26 13:38:52,dinasti politik jokowi makin melemah,Stress,Negatif
twitter,@imnusantara_,@imnusantara_,prabowo resmi melantik 31 dubes ri termasuk junimart girsang eks hakim mk dewa gede palguna mereka diharapkan memperkuat diplomasi kepentingan nasional indonesia,https://x.com/FelixSGL1/status/184105911433998582,2025-03-25 06:52:08,0,0,0,42,[],[],2025-08-26 13:38:52,prabowo resmi melantik 31 dubes ri termasuk junimart girsang dan eks hakim mk i dewa gede palguna mereka diharapkan memperkuat diplomasi dan kepentingan nasional indonesia,Stress,Netral
twitter,@kuyawirya,@kuyawirya,12 sang raja bermain semua papan diplomasi global infrastruktur negara mk kpk parcok aliansi parpol propaganda media istana kerabat nusantara terakhir suksesi dinasti wow,https://x.com/FelixSGL1/status/184916544177812515,2025-06-25 10:09:28,0,0,0,45,[],[],2025-08-26 13:38:52,9 12 sang raja bermain di semua papan diplomasi global infrastruktur negara mk kpk parcok aliansi parpol propaganda media istana kerabat nusantara terakhir suksesi dinasti wow,Stress,Netral
twitter,@RADARSOLO_,@RADARSOLO_,sejumlah tokoh kabupaten sragen himpun kekuatan tolak politik dinasti,https://x.com/FelixSGL1/status/185563104072458453,2024-05-21 03:09:00,0,0,0,64,[],[],2025-08-26 13:38:52,sejumlah tokoh kabupaten sragen himpun kekuatan tolak politik dinasti,Stress,Netral
twitter,@pinterpolitik,@pinterpolitik,menguak cpns gigi mundur berjemaah,https://x.com/FelixSGL1/status/185839198238193059,2025-04-24 02:00:01,0,0,0,216,[],[],2025-08-26 13:38:52,menguak cpns gigi mundur berjemaah,Stress,Netral
twitter,@pinterpolitik,@pinterpolitik,never downplay prabowo tactics,https://x.com/FelixSGL1/status/186349670923732032,2025-04-29 02:00:00,0,0,0,69,[],[],2025-08-26 13:38:52,never downplay prabowo s tactics,Senang,Positif
twitter,siberinfo,siberinfo,899 kampus serentak bagikan juta lembar selebaran tolak politik dinasti,https://x.com/FelixSGL1/status/187023816230156943,2024-01-11 00:00:00,0,0,0,0,[],[],2025-08-26 13:38:52,899 kampus serentak bagikan 4 juta lembar selebaran tolak politik dinasti,Stress,Netral
twitter,@suarakonstituen,@suarakonstituen,pernyataan bersama koalisi masyarakat sipil yogyakarta kampus universitas islam indonesia,https://x.com/FelixSGL1/status/187179432883717587,2024-08-25 05:47:45,0,0,0,40,[],[],2025-08-26 13:38:52,pernyataan bersama koalisi masyarakat sipil yogyakarta di kampus universitas islam indonesia,Stress,Netral
twitter,@pinterpolitik,@pinterpolitik,mungkinkah hantu masa lalu,https://x.com/FelixSGL1/status/187438754307721997,2025-03-21 00:00:00,0,0,0,718,[],[],2025-08-26 13:38:52,wah mungkinkah karena hantu masa lalu,Sedih,Negatif
twitter,@indah_suwondo,@indah_suwondo,sudah saatnya people power atau peradilan jalanan,https://x.com/FelixSGL1/status/188010410441801588,2024-08-21 20:38:32,0,0,0,29,[],[],2025-08-26 13:38:52,sudah saatnya people power atau peradilan jalanan,Stress,Positif
twitter,update_pro,update_pro,bupati cantik ditahan kpk janji manis berujung malapetaka,https://x.com/FelixSGL1/status/188210204407645338,2024-05-22 00:00:00,2827,0,0,0,[],[],2025-08-26 13:38:52,bupati cantik ditahan kpk janji manis berujung malapetaka,Stress,Negatif
twitter,@officialbitv,@officialbitv,diduga intimidasi plt kadis pendidikan putra bupati madina jadi sorotan,https://x.com/FelixSGL1/status/189127014506202375,2025-07-18 03:09:34,0,0,0,7,[],[],2025-08-26 13:38:52,diduga intimidasi plt kadis pendidikan putra bupati madina jadi sorotan,Stress,Netral
twitter,@ErwinRabbani,@ErwinRabbani,roh khodamul ghoib mafioso keadilan akan tetap bergentayangan,https://x.com/FelixSGL1/status/189235815674172981,2024-03-29 14:32:55,0,0,0,45,[],[],2025-08-26 13:38:52,roh khodamul ghoib mafioso keadilan akan tetap bergentayangan,Stress,Positif
twitter,@ILCTalkshow,@ILCTalkshow,paham permainan elite pidato manis itu bisa jadi kode rumit,https://x.com/FelixSGL1/status/189960056401090392,2025-05-13 08:01:30,0,0,0,0,[],[],2025-08-26 13:38:52,buat yang paham permainan elite pidato manis itu bisa jadi kode yang rumit,Stress,Negatif
twitter,@SINDOnews,@SINDOnews,usulan presiden disetujui dpr tom lembong bakal bebas,https://x.com/FelixSGL1/status/190164865144855463,2025-07-31 14:50:50,0,0,0,372,[],[],2025-08-26 13:38:52,usulan presiden disetujui dpr tom lembong bakal bebas,Stress,Netral
twitter,@satatampratihta,@satatampratihta,menjadi saksi sejarah permainan politik bobrok dinasti bagi manusia haus akan kekuasaan lawan,https://x.com/FelixSGL1/status/190314960053520137,2024-08-21 23:49:36,0,0,0,11,[],[],2025-08-26 13:38:52,menjadi saksi sejarah permainan politik yang bobrok menjadi politik dinasti bagi manusia yang haus akan kekuasaan lawan,Stress,Negatif
twitter,@pinterpolitik,@pinterpolitik,menkes budi ironi tarung elite kesehatan,https://x.com/FelixSGL1/status/191189361485417782,2025-05-15 23:45:45,0,0,0,106,[],[],2025-08-26 13:38:52,menkes budi dan ironi tarung elite kesehatan,Stress,Netral
twitter,@pinterpolitik,@pinterpolitik,bagaimana menurut kalian sanksi magang apakah sepadan,https://x.com/FelixSGL1/status/193657526844963672,2025-04-24 13:00:00,0,0,0,151,[],[],2025-08-26 13:38:52,bagaimana menurut kalian sanksi magang ini apakah sepadan,Stress,Negatif
twitter,pasukan.pencari.c,pasukan.pencari.c,berita terkini,https://x.com/FelixSGL1/status/194130390708443592,2024-07-13 00:00:00,1330,0,0,0,[],[],2025-08-26 13:38:52,berita terkini,Stress,Netral
twitter,@pinterpolitik,@pinterpolitik,nggak beda amat,https://x.com/FelixSGL1/status/194227418391449416,2025-03-13 10:00:01,0,0,0,254,[],[],2025-08-26 13:38:52,nggak beda beda amat,Stress,Positif
twitter,@IndoMaju_,@IndoMaju_,prestasi jokowi menjelang akhir pemerintahannya kelas menengah terhempas phk terjepit depresi berjuang mencari solusi,https://x.com/FelixSGL1/status/194273433681847922,2024-09-24 11:21:20,0,0,0,33,[],[],2025-08-26 13:38:52,prestasi jokowi menjelang akhir pemerintahannya kelas menengah terhempas phk terjepit depresi dan berjuang mencari solusi,Stress,Negatif
twitter,@InfluencerIDN,@InfluencerIDN,jejak dugaan gratifikasi anak pak lurah,https://x.com/FelixSGL1/status/194642178895730841,2024-09-15 00:47:27,0,0,0,22,[],[],2025-08-26 13:38:52,jejak dugaan gratifikasi anak pak lurah,Stress,Netral
twitter,Fontra Siennta Gramasic,@FelixSGL1,brarti modi menunjukkan bahwa dia mafhum sama nilai gandhisme skalipun gandhi identik koalisi oposisi inc mirip2 ga fenomena indonesia maybe kalo emang pdip merasa paling soekarnois nyatanya presiden partai lawan lebih,https://x.com/FelixSGL1/status/1952262323588186171,2025-08-04 06:56:23,0,0,0,0,[],[],2025-08-26 13:38:52,"Brarti Modi menunjukkan bahwa dia mafhum sama nilai Gandhisme. Skalipun Gandhi identik sama Koalisi Oposisi (INC). Ini mirip2 ga sih sama fenomena Indonesia

Maybe kalo emang PDIP merasa paling Soekarnois, nyatanya Presiden yang dari partai lawan lebih Soekarnois.",Stress,Negatif
twitter,@pinterpolitik,@pinterpolitik,gimana menurut kalian soal pernyataan pak jokowi,https://x.com/FelixSGL1/status/196206074237582206,2025-03-07 10:00:00,0,0,0,326,[],[],2025-08-26 13:38:52,hmm gimana menurut kalian soal pernyataan pak jokowi ini,Stress,Netral
twitter,@daulatrakyatcom,@daulatrakyatcom,laporan saya selaku menko bidang pangan ri ketua satgas nasional percepatan pembentukan koperasi desa merah putih kepada presiden prabowo subianto hari peluncuran kelembagaan 80 081 kopdes source hasan,https://x.com/FelixSGL1/status/196609221513529583,2025-07-21 07:05:16,0,0,0,24,[],[],2025-08-26 13:38:52,laporan saya selaku menko bidang pangan ri dan juga ketua satgas nasional percepatan pembentukan koperasi desa merah putih kepada presiden prabowo subianto di hari peluncuran kelembagaan 80 081 kopdes merah putih source hasan,Senang,Netral
twitter,@pinterpolitik,@pinterpolitik,waduh banyak pr pak ray dalio,https://x.com/FelixSGL1/status/197747782139299306,2025-03-11 10:00:01,0,0,0,297,[],[],2025-08-26 13:38:52,waduh banyak tuh pr dari pak ray dalio,Stress,Negatif
twitter,@pinterpolitik,@pinterpolitik,penting ujungnya bisa rakyat happy,https://x.com/FelixSGL1/status/198175054347234266,2025-04-03 10:00:02,0,0,0,309,[],[],2025-08-26 13:38:52,yang penting ujungnya bisa bikin rakyat juga happy,Senang,Positif
twitter,@pinterpolitik,@pinterpolitik,balik kisah jokowi hercules,https://x.com/FelixSGL1/status/198854463547282532,2025-04-16 23:34:20,0,0,0,164,[],[],2025-08-26 13:38:52,di balik kisah jokowi dan hercules,Senang,Positif
twitter,efyepe0444,efyepe0444,oalaahhh bank indonesia tak luput para koruptor,https://x.com/FelixSGL1/status/199158220908428578,2025-08-22 00:31:48,98,0,0,0,[],[],2025-08-26 13:38:52,oalaahhh bank indonesia pun tak luput dari para koruptor,Stress,Negatif
twitter,lintasfakta.id,lintasfakta.id,prabowo ekonomi indonesia akan mengejutkan dunia,https://x.com/FelixSGL1/status/199382016054890456,2025-08-18 03:31:48,165,0,0,0,[],[],2025-08-26 13:38:52,prabowo ekonomi indonesia akan mengejutkan dunia,Stress,Netral
twitter,@pinterpolitik,@pinterpolitik,this is not bu sri mulyani,https://x.com/FelixSGL1/status/199412722990587681,2025-03-21 13:00:01,0,0,0,422,[],[],2025-08-26 13:38:52,this is not the way bu sri mulyani,Stress,Netral
twitter,@RohtaAnjulian,@RohtaAnjulian,pernyataan menambah babak baru dalam diskusi sudah berjalan terlepas pro kontra transparansi kejelasan informasi tetap menjadi hal penting,https://x.com/FelixSGL1/status/199448761611712245,2025-05-13 02:14:16,0,0,0,50,[],[],2025-08-26 13:38:52,pernyataan ini menambah babak baru dalam diskusi yang sudah berjalan terlepas dari pro dan kontra transparansi dan kejelasan informasi tetap menjadi hal penting,Stress,Positif
twitter,@pinterpolitik,@pinterpolitik,kalau tanggapanmu soal gimana berikan pendapatmu kolom komentar,https://x.com/FelixSGL1/status/199834841835303349,2025-05-10 00:00:00,0,0,0,175,[],[],2025-08-26 13:38:52,hmm kalau tanggapanmu soal ini gimana nih guys berikan pendapatmu di kolom komentar ya,Stress,Netral
twitter,@daulatrakyatcom,@daulatrakyatcom,perjuangan kita sisa hidup saya adalah untuk mengubah nasib naila indonesia kalau ada tanya apa mungkin harus buktikan bahwa akan berusaha sekeras kerasnya source,https://x.com/FelixSGL1/status/199928474144174872,2025-05-11 15:11:23,0,0,0,10,[],[],2025-08-26 13:38:52,ini perjuangan kita sisa hidup saya perjuangan saya adalah untuk mengubah nasib naila naila di indonesia kalau ada yang tanya apa mungkin harus mungkin dan kita buktikan bahwa kita akan berusaha sekeras kerasnya source,Bersyukur,Positif
twitter,@lolliipaap,@lolliipaap,kemarin milih gibran aku yakin bgt bahkan ikutan marahh sama omongan orng ngomong yaemang knp kalo smua anak2nya pinter emng bisa kerja iya tlll dulu mikir,https://x.com/FelixSGL1/status/200336022868485280,2024-08-21 10:16:01,0,0,0,81,[],[],2025-08-26 13:38:52,pas kemarin milih gibran aku yakin bgt bahkan ikutan marahh sama omongan orng pd bgt aku ngomong yaemang knp kalo smua anak2nya pinter dan emng bisa kerja iya aku tlll dulu mikir gitu,Marah,Negatif
twitter,@pinterpolitik,@pinterpolitik,tale budi gunawan,https://x.com/FelixSGL1/status/201792143063933559,2025-04-09 23:56:09,0,0,0,102,[],[],2025-08-26 13:38:52,the tale of budi gunawan,Stress,Netral
twitter,@RasyidBarabai,@RasyidBarabai,sesungguhnya tidak ada uang haram adalah perlakuan cara untuk mendapatkannya jelas diharamkan oleh sang pencipta hanya khusus orang muslim,https://x.com/FelixSGL1/status/202052052827472676,2024-08-24 06:26:47,0,0,0,42,[],[],2025-08-26 13:38:52,sesungguhnya tidak ada uang yang haram karena yang haram adalah perlakuan cara untuk mendapatkannya yang jelas diharamkan oleh sang pencipta hanya dan khusus buat orang muslim,Bersyukur,Negatif
